Admin State,Field Office,Lease Type,Case Number,Lease Number,Operator,US Well Number,Well Number,Well Name,Geo State,County,Surface Hole Location Information,Latitude/Longitude,Latitude,Longitude,Surface Owner,Expiration Date (XML),Extension Approval Date (XML),APD Approval Date (XML),Well Status Date (XML),Extended Expiration Date (XML),APD Approval Date,Current Well Status,Well Status Date,Expiration Date,Extension Approval Date,Extended Expiration Date
ALASKA,Alaska State Office,FED,A029657,A029657,HILCORP ALASKA LLC,502832018600S1,222-34,BRU,AK,TYONEK,ALIQUOT: NWNE SEC: 34 TWN: 13N RNG: 10W,"(61.000000, -151.000000)",61.000000,-151.000000,OTHER,2024-04-27T00:00:00.000-06:00,,2022-04-27T00:00:00.000-06:00,2022-12-03T00:00:00.000-07:00,,4/27/2022,PGW,12/3/2022,4/27/2024,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032083400S1,96,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173000, -151.693000)",70.173000,-151.693000,BLM,2023-02-08T00:00:00.000-07:00,,2021-02-08T00:00:00.000-07:00,2023-11-17T00:00:00.000-07:00,,2/8/2021,OSI,11/17/2023,2/8/2023,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032083700S1,09,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173000, -151.694000)",70.173000,-151.694000,BLM,2023-02-09T00:00:00.000-07:00,,2021-02-09T00:00:00.000-07:00,2023-07-10T00:00:00.000-06:00,,2/9/2021,OSI,7/10/2023,2/9/2023,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032084100S1,07,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173000, -151.694000)",70.173000,-151.694000,BLM,2023-02-09T00:00:00.000-07:00,,2021-02-09T00:00:00.000-07:00,2023-06-12T00:00:00.000-06:00,,2/9/2021,WIWSI,6/12/2023,2/9/2023,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032084300S1,98,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173000, -151.693000)",70.173000,-151.693000,BLM,2024-07-24T00:00:00.000-06:00,,2022-07-24T00:00:00.000-06:00,2023-02-09T00:00:00.000-07:00,,7/24/2022,WIW,2/9/2023,7/24/2024,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032084500S1,99,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.172860, -151.693980)",70.172860,-151.693980,BLM,2023-02-08T00:00:00.000-07:00,,2021-02-08T00:00:00.000-07:00,2024-01-06T00:00:00.000-07:00,,2/8/2021,WIW,1/6/2024,2/8/2023,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032084600S1,08,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173136, -151.691306)",70.173136,-151.691306,BLM,2023-02-09T00:00:00.000-07:00,,2022-10-17T00:00:00.000-06:00,2023-10-30T00:00:00.000-06:00,,10/17/2022,WIWSI,10/30/2023,2/9/2023,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032084900S1,97,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.024960, -142.553180)",70.024960,-142.553180,BLM,2023-02-09T00:00:00.000-07:00,,2023-01-04T00:00:00.000-07:00,2023-06-12T00:00:00.000-06:00,,1/4/2023,POW,6/12/2023,2/9/2023,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032085000S1,11,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173000, -151.691000)",70.173000,-151.691000,BLM,2023-02-09T00:00:00.000-07:00,,2023-02-09T00:00:00.000-07:00,2023-07-23T00:00:00.000-06:00,,2/9/2023,GIW,7/23/2023,2/9/2023,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032085400S1,95,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173095, -151.692719)",70.173095,-151.692719,BLM,2025-03-01T00:00:00.000-07:00,,2023-03-01T00:00:00.000-07:00,2023-07-17T00:00:00.000-06:00,,3/1/2023,WIW,7/17/2023,3/1/2025,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,"501032085600X1, 501032085601S1",14A,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.172625, -151.695262)",70.172625,-151.695262,BLM,2025-06-06T00:00:00.000-06:00,,2023-06-06T00:00:00.000-06:00,2024-05-02T00:00:00.000-06:00,,6/6/2023,WIW,5/2/2024,6/6/2025,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032085800S1,94,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173000, -151.692000)",70.173000,-151.692000,BLM,2025-06-26T00:00:00.000-06:00,,2023-06-26T00:00:00.000-06:00,2023-11-28T00:00:00.000-07:00,,6/26/2023,GIW,11/28/2023,6/26/2025,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,501032086600X1,93,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173149, -151.692434)",70.173149,-151.692434,BLM,2025-10-26T00:00:00.000-06:00,,2023-10-26T00:00:00.000-06:00,2023-12-12T00:00:00.000-07:00,,10/26/2023,DRG,12/12/2023,10/26/2025,,
ALASKA,Alaska State Office,FED,AA081800,AA081800,CONOCOPHILLIPS ALASKA INCORPORATED,,10,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.173000, -151.695000)",70.173000,-151.695000,BLM,2025-04-17T00:00:00.000-06:00,,2023-04-17T00:00:00.000-06:00,2023-04-17T00:00:00.000-06:00,,4/17/2023,AAPD,4/17/2023,4/17/2025,,
ALASKA,Alaska State Office,FED,AA084140,AA084140,CONOCOPHILLIPS ALASKA INCORPORATED,501032083600S1,361,CD2,AK,HARRISON BAY,ALIQUOT: SWNE SEC: 2 TWN: 11N RNG: 4E,"(70.337350, -151.046098)",70.337350,-151.046098,STATE,2024-10-26T00:00:00.000-06:00,,2022-10-25T00:00:00.000-06:00,2023-05-29T00:00:00.000-06:00,,10/25/2022,POW,5/29/2023,10/26/2024,,
ALASKA,Alaska State Office,FED,AKA028399,AKA028399,HILCORP ALASKA LLC,501332069600S1,241-33B,SRU,AK,KENAI,ALIQUOT: NENW SEC: 33 TWN: 8N RNG: 9W,"(60.746398, -150.871197)",60.746398,-150.871197,USFWS,2023-07-23T00:00:00.000-06:00,,2021-07-23T00:00:00.000-06:00,2021-10-03T00:00:00.000-06:00,,7/23/2021,PGW,10/3/2021,7/23/2023,,
ALASKA,Alaska State Office,FED,AKA028399,AKA028399,HILCORP ALASKA LLC,501332071500S1,222-33,SRU,AK,KENAI,ALIQUOT: SWNE SEC: 33 TWN: 8N RNG: 9W,"(60.742630, -150.864430)",60.742630,-150.864430,USFWS,2025-11-22T00:00:00.000-07:00,,2023-11-22T00:00:00.000-07:00,2023-12-18T00:00:00.000-07:00,,11/22/2023,PGW,12/18/2023,11/22/2025,,
ALASKA,Alaska State Office,FED,AKA028406,AKA028406,HILCORP ALASKA LLC,501332071400S1,232-15,SRU,AK,KENAI,ALIQUOT: SWNW SEC: 15 TWN: 8N RNG: 9W,"(60.784850, -150.848780)",60.784850,-150.848780,USFWS,2025-10-26T00:00:00.000-06:00,,2023-10-26T00:00:00.000-06:00,2023-12-08T00:00:00.000-07:00,,10/26/2023,PGW,12/8/2023,10/26/2025,,
ALASKA,Alaska State Office,FED,AKA029656,AKA029656,HILCORP ALASKA LLC,502832018800S1,223-34,BRU,AK,TYONEK,ALIQUOT: NENE SEC: 4 TWN: 12N RNG: 10W,"(61.165570, -151.048380)",61.165570,-151.048380,OTHER,2025-05-24T00:00:00.000-06:00,,2023-05-24T00:00:00.000-06:00,2023-07-18T00:00:00.000-06:00,,5/24/2023,PGW,7/18/2023,5/24/2025,,
ALASKA,Alaska State Office,FED,AKA029657,AKA029657,HILCORP ALASKA LLC,502832018900S1,211-35,BRU,AK,TYONEK,ALIQUOT: NWNW SEC: 35 TWN: 13N RNG: 10W,"(61.177170, -151.029330)",61.177170,-151.029330,OTHER,2025-06-27T00:00:00.000-06:00,,2023-06-27T00:00:00.000-06:00,2023-08-14T00:00:00.000-06:00,,6/27/2023,PGW,8/14/2023,6/27/2025,,
ALASKA,Alaska State Office,FED,AKA029657,AKA029657,HILCORP ALASKA LLC,502832019300S1,221-35,BRU,AK,TYONEK,ALIQUOT: SWSW SEC: 26 TWN: 13N RNG: 10W,"(61.183070, -151.030220)",61.183070,-151.030220,OTHER,2025-09-20T00:00:00.000-06:00,,2023-09-20T00:00:00.000-06:00,2023-11-19T00:00:00.000-07:00,,9/20/2023,PGW,11/19/2023,9/20/2025,,
ALASKA,Alaska State Office,FED,AKAA029657,AKAA029657,HILCORP ALASKA LLC,502832018500S1,244-27,BRU,AK,TYONEK,ALIQUOT: NWNE SEC: 34 TWN: 13N RNG: 10W,"(61.000000, -151.000000)",61.000000,-151.000000,OTHER,2024-04-27T00:00:00.000-06:00,,2022-04-27T00:00:00.000-06:00,2022-12-02T00:00:00.000-07:00,,4/27/2022,PGW,12/2/2022,4/27/2024,,
ALASKA,Alaska State Office,FED,AKAA029657,AKAA029657,HILCORP ALASKA LLC,502832019200S1,213-26,BRU,AK,TYONEK,ALIQUOT: SWSW SEC: 26 TWN: 13N RNG: 10W,"(61.183170, -151.029580)",61.183170,-151.029580,,2025-08-30T00:00:00.000-06:00,,2023-08-30T00:00:00.000-06:00,2023-11-13T00:00:00.000-07:00,,8/30/2023,PGW,11/13/2023,8/30/2025,,
ALASKA,Alaska State Office,FED,AKAA081781,AKAA081781,CONOCOPHILLIPS ALASKA INCORPORATED,501032087200S1,92,MT7,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.170000, -151.690000)",70.170000,-151.690000,OTHER,2026-01-04T00:00:00.000-07:00,,2024-01-04T00:00:00.000-07:00,2024-04-13T00:00:00.000-06:00,,1/4/2024,POW,4/13/2024,1/4/2026,,
ALASKA,Alaska State Office,FED,AKAA081807,AKAA081807,CONOCOPHILLIPS ALASKA INCORPORATED,,W1R1C14,W1R1C14,AK,HARRISON BAY,ALIQUOT: NESW SEC: 34 TWN: 10N RNG: 1W,"(70.175000, -152.116000)",70.175000,-152.116000,BLM,2025-05-08T00:00:00.000-06:00,,2023-05-08T00:00:00.000-06:00,2023-05-08T00:00:00.000-06:00,,5/8/2023,AAPD,5/8/2023,5/8/2025,,
ALASKA,Alaska State Office,FED,AKAA093748,AKAA093748,EMERALD HOUSE LLC,502872003400X1,2,MERLIN,AK,UMIAT,ALIQUOT: SENE SEC: 8 TWN: 1N RNG: 1W,"(69.459100, -152.169100)",69.459100,-152.169100,BLM,2023-01-29T00:00:00.000-07:00,,2022-02-07T00:00:00.000-07:00,2022-09-30T00:00:00.000-06:00,,2/7/2022,P+A,9/30/2022,1/29/2023,,
ALASKA,Alaska State Office,FED,AKAA095605,AKAA095605,EMERALD HOUSE LLC,502872003300X1,1,MERLIN,AK,UMIAT,ALIQUOT: SWNW SEC: 34 TWN: 2N RNG: 2W,"(69.484190, -152.366313)",69.484190,-152.366313,BLM,2023-01-29T00:00:00.000-07:00,,2021-01-29T00:00:00.000-07:00,2021-04-13T00:00:00.000-06:00,,1/29/2021,P+A,4/13/2021,1/29/2023,,
ALASKA,Alaska State Office,FED,AKAA94165,AKAA94165,CONOCOPHILLIPS ALASKA INCORPORATED,,330,CD5,AK,HARRISON BAY,ALIQUOT: NENW SEC: 18 TWN: 11N RNG: 4E,"(70.313196, -151.227104)",70.313196,-151.227104,OTHER,2026-01-12T00:00:00.000-07:00,,2024-01-12T00:00:00.000-07:00,2024-01-12T00:00:00.000-07:00,,1/12/2024,AAPD,1/12/2024,1/12/2026,,
CALIFORNIA,Bakersfield Field Office,FED,CACA4998,CACA4998,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1021LVH,KING 1021LVH,CA,KERN,ALIQUOT: SWNW SEC: 22 TWN: 27S RNG: 28E,"(35.567681, -118.957752)",35.567681,-118.957752,FEE,2024-08-09T00:00:00.000-06:00,,2022-08-08T00:00:00.000-06:00,2022-08-08T00:00:00.000-06:00,,8/8/2022,AAPD,8/8/2022,8/9/2024,,
CALIFORNIA,Bakersfield Field Office,FED,CACA4998,CACA4998,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1022LVH,KING 1022LVH,CA,KERN,ALIQUOT: SWNW SEC: 22 TWN: 27S RNG: 28E,"(35.568125, -118.956081)",35.568125,-118.956081,FEE,2024-08-09T00:00:00.000-06:00,,2022-08-08T00:00:00.000-06:00,2022-08-08T00:00:00.000-06:00,,8/8/2022,AAPD,8/8/2022,8/9/2024,,
CALIFORNIA,Bakersfield Field Office,FED,CACA4998,CACA4998,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1019V,RENCH,CA,KERN,ALIQUOT: NWSW SEC: 22 TWN: 27S RNG: 28E,"(35.562831, -118.955904)",35.562831,-118.955904,FEE,2023-11-30T00:00:00.000-07:00,2023-10-31T00:00:00.000-06:00,2021-11-30T00:00:00.000-07:00,2021-11-30T00:00:00.000-07:00,2025-11-30T00:00:00.000-07:00,11/30/2021,AAPD,11/30/2021,11/30/2023,10/31/2023,11/30/2025
CALIFORNIA,Bakersfield Field Office,FED,CACA4998,CACA4998,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1020V,RENCH,CA,KERN,ALIQUOT: NWSW SEC: 22 TWN: 27S RNG: 28E,"(35.562736, -118.955925)",35.562736,-118.955925,FEE,2023-11-30T00:00:00.000-07:00,2023-10-31T00:00:00.000-06:00,2021-11-30T00:00:00.000-07:00,2021-11-30T00:00:00.000-07:00,2025-11-30T00:00:00.000-07:00,11/30/2021,AAPD,11/30/2021,11/30/2023,10/31/2023,11/30/2025
CALIFORNIA,Bakersfield Field Office,FED,CACA4999,CACA4999,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1008V,KING,CA,KERN,ALIQUOT: NWNW SEC: 22 TWN: 27S RNG: 28E,"(35.572493, -118.957226)",35.572493,-118.957226,FEE,2025-05-31T00:00:00.000-06:00,,2023-05-31T00:00:00.000-06:00,2023-05-31T00:00:00.000-06:00,,5/31/2023,AAPD,5/31/2023,5/31/2025,,
CALIFORNIA,Bakersfield Field Office,FED,CACA4999,CACA4999,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1009V,KING,CA,KERN,ALIQUOT: NWNW SEC: 22 TWN: 27S RNG: 28E,"(35.572412, -118.957211)",35.572412,-118.957211,FEE,2025-05-31T00:00:00.000-06:00,,2023-05-31T00:00:00.000-06:00,2023-05-31T00:00:00.000-06:00,,5/31/2023,AAPD,5/31/2023,5/31/2025,,
CALIFORNIA,Bakersfield Field Office,FED,CACA4999,CACA4999,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1023V,KING,CA,KERN,ALIQUOT: NWNW SEC: 22 TWN: 27S RNG: 28E,"(35.572644, -118.957281)",35.572644,-118.957281,FEE,2024-08-05T00:00:00.000-06:00,,2022-08-05T00:00:00.000-06:00,2022-08-05T00:00:00.000-06:00,,8/5/2022,AAPD,8/5/2022,8/5/2024,,
CALIFORNIA,Bakersfield Field Office,FED,CACA004999,CACA4999,CALIFORNIA RESOURCE PRODUCTION CORPORATION,,1024V,KING,CA,KERN,ALIQUOT: NWNW SEC: 22 TWN: 27S RNG: 28E,"(35.572730, -118.957304)",35.572730,-118.957304,FEE,2024-08-16T00:00:00.000-06:00,,2022-08-16T00:00:00.000-06:00,2022-08-16T00:00:00.000-06:00,,8/16/2022,AAPD,8/16/2022,8/16/2024,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306927300S1,H-122,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.057762, -119.379463)",35.057762,-119.379463,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-02-16T00:00:00.000-07:00,,3/17/2021,POW,2/16/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306927400X1,IR-106,IROQUOIS,CA,KERN,ALIQUOT: NWNW SEC: 7 TWN: 11N RNG: 23W,"(35.059538, -119.384108)",35.059538,-119.384108,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-03-11T00:00:00.000-07:00,,3/17/2021,POW,3/11/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306927500X1,H-127,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.056825, -119.379489)",35.056825,-119.379489,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-02-11T00:00:00.000-07:00,,3/17/2021,POW,2/11/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306927900S1,IR-107,IROQUOIS,CA,KERN,ALIQUOT: NWNW SEC: 7 TWN: 11N RNG: 23W,"(35.059551, -119.382954)",35.059551,-119.382954,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-03-12T00:00:00.000-07:00,,3/17/2021,POW,3/12/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,"040306928000S1, 040306928001S1",SI-IR105,IROQUOIS,CA,KERN,ALIQUOT: NWNW SEC: 7 TWN: 11N RNG: 23W,"(35.059102, -119.383516)",35.059102,-119.383516,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-03-01T00:00:00.000-07:00,,3/17/2021,SIW,3/1/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306928100S1,SI-H118,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.057313, -119.380028)",35.057313,-119.380028,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-04-18T00:00:00.000-06:00,,3/17/2021,SIW,4/18/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306928200X1,H-919,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.057298, -119.381786)",35.057298,-119.381786,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-01-14T00:00:00.000-07:00,,3/17/2021,POW,1/14/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306928300X1,H-920,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.057740, -119.382356)",35.057740,-119.382356,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-01-07T00:00:00.000-07:00,,3/17/2021,POW,1/7/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306928400X1,H-921,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.057758, -119.381167)",35.057758,-119.381167,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-01-28T00:00:00.000-07:00,,3/17/2021,POW,1/28/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,040306928500X1,H-922,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.057338, -119.380737)",35.057338,-119.380737,BLM,2023-03-17T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2022-01-21T00:00:00.000-07:00,,3/17/2021,POW,1/21/2022,3/17/2023,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-915,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.055881, -119.382948)",35.055881,-119.382948,BLM,2023-02-15T00:00:00.000-07:00,2024-01-29T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2026-02-14T00:00:00.000-07:00,2/14/2022,AAPD,2/14/2022,2/15/2023,1/29/2024,2/14/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-916,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.055475, -119.383591)",35.055475,-119.383591,BLM,2024-02-15T00:00:00.000-07:00,2024-01-29T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2026-02-14T00:00:00.000-07:00,2/14/2022,AAPD,2/14/2022,2/15/2024,1/29/2024,2/14/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-917,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.055488, -119.382481)",35.055488,-119.382481,BLM,2024-02-15T00:00:00.000-07:00,2024-01-29T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2026-02-14T00:00:00.000-07:00,2/14/2022,AAPD,2/14/2022,2/15/2024,1/29/2024,2/14/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-918,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.054738, -119.383011)",35.054738,-119.383011,BLM,2024-02-15T00:00:00.000-07:00,2024-01-29T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2026-02-14T00:00:00.000-07:00,2/14/2022,AAPD,2/14/2022,2/15/2024,1/29/2024,2/14/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-923,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.057798, -119.380041)",35.057798,-119.380041,BLM,2024-02-15T00:00:00.000-07:00,2024-01-29T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2026-02-14T00:00:00.000-07:00,2/14/2022,AAPD,2/14/2022,2/15/2024,1/29/2024,2/14/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-924,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.057284, -119.379562)",35.057284,-119.379562,BLM,2024-02-15T00:00:00.000-07:00,2024-01-29T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2026-02-14T00:00:00.000-07:00,2/14/2022,AAPD,2/14/2022,2/15/2024,1/29/2024,2/14/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-925,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 7 TWN: 11N RNG: 23W,"(35.056569, -119.380068)",35.056569,-119.380068,BLM,2024-02-15T00:00:00.000-07:00,2024-01-29T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2022-02-14T00:00:00.000-07:00,2026-02-14T00:00:00.000-07:00,2/14/2022,AAPD,2/14/2022,2/15/2024,1/29/2024,2/14/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-929,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.057764, -119.378413)",35.057764,-119.378413,BLM,2024-05-25T00:00:00.000-06:00,2024-05-28T00:00:00.000-06:00,2022-05-25T00:00:00.000-06:00,2022-05-25T00:00:00.000-06:00,2026-05-25T00:00:00.000-06:00,5/25/2022,AAPD,5/25/2022,5/25/2024,5/28/2024,5/25/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,H-931,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.057225, -119.378200)",35.057225,-119.378200,BLM,2024-05-25T00:00:00.000-06:00,2024-05-28T00:00:00.000-06:00,2022-05-25T00:00:00.000-06:00,2022-05-25T00:00:00.000-06:00,2026-05-25T00:00:00.000-06:00,5/25/2022,AAPD,5/25/2022,5/25/2024,5/28/2024,5/25/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA0033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,SI-H121,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.056374, -119.380022)",35.056374,-119.380022,BLM,2024-07-06T00:00:00.000-06:00,,2022-07-05T00:00:00.000-06:00,2022-07-05T00:00:00.000-06:00,,7/5/2022,AAPD,7/5/2022,7/6/2024,,
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,SI-H926,HOYT,CA,KERN,ALIQUOT: SENW SEC: 7 TWN: 11N RNG: 23W,"(35.057345, -119.378914)",35.057345,-119.378914,BLM,2024-05-26T00:00:00.000-06:00,2024-05-28T00:00:00.000-06:00,2022-05-25T00:00:00.000-06:00,2022-05-25T00:00:00.000-06:00,2026-05-25T00:00:00.000-06:00,5/25/2022,AAPD,5/25/2022,5/26/2024,5/28/2024,5/25/2026
CALIFORNIA,Bakersfield Field Office,FED,CALA033358,CALA033358,SENTINEL PEAK RESOURCES CALIFORNIA LLC,,TO-H120,HOYT,CA,KERN,ALIQUOT: SWNW SEC: 07 TWN: 11N RNG: 23W,"(35.056110, -119.382188)",35.056110,-119.382188,BLM,2023-03-18T00:00:00.000-06:00,,2021-03-17T00:00:00.000-06:00,2023-03-17T00:00:00.000-06:00,,3/17/2021,UAPD,3/17/2023,3/18/2023,,
