Admin State,Field Office,Lease Type,Case Number,Lease Number,Operator,US Well Number,Well Number,Well Name,Geo State,County,Surface Hole Location Information,Latitude/Longitude,Latitude,Longitude,Surface Owner,Expiration Date (XML),Extension Approval Date (XML),APD Approval Date (XML),Well Status Date (XML),Extended Expiration Date (XML),APD Approval Date,Current Well Status,Well Status Date,Expiration Date,Extension Approval Date,Extended Expiration Date
ALASKA,Alaska State Office,FED,AA81810,AA81810,CONOCOPHILLIPS ALASKA INCORPORATED,501032078500S1,15,TINMIAQ,AK,HARRISON BAY,ALIQUOT: SENE SEC: 9 TWN: 10N RNG: 1W,"(70.235138, -152.132331)",70.235138,-152.132331,BLM,2020-12-06T00:00:00.000-07:00,,2018-12-07T00:00:00.000-07:00,2019-04-21T00:00:00.000-06:00,,12/7/2018,TA,4/21/2019,12/6/2020,,
ALASKA,Alaska State Office,FED,AA81834,AA81834,CONOCOPHILLIPS ALASKA INCORPORATED,501032078300S1,13,TINMIAQ,AK,HARRISON BAY,ALIQUOT: NENE SEC: 35 TWN: 12N RNG: 2W,"(70.357611, -152.330222)",70.357611,-152.330222,BLM,2020-12-09T00:00:00.000-07:00,,2018-12-10T00:00:00.000-07:00,2019-05-31T00:00:00.000-06:00,,12/10/2018,DSI,5/31/2019,12/9/2020,,
ALASKA,Alaska State Office,FED,AA90707,AA90707,CONOCOPHILLIPS ALASKA INCORPORATED,5010320782,12,TINMIAQ,AK,HARRISON BAY,ALIQUOT: NWNW SEC: 15 TWN: 8N RNG: 1W,"(70.053084, -152.124747)",70.053084,-152.124747,BLM,2020-12-09T00:00:00.000-07:00,,2018-12-10T00:00:00.000-07:00,2020-12-09T00:00:00.000-07:00,,12/10/2018,UAPD,12/9/2020,12/9/2020,,
ALASKA,Alaska State Office,FED,AA90710,AA90710,CONOCOPHILLIPS ALASKA INCORPORATED,5010320784,14,TINMIAQ,AK,HARRISON BAY,ALIQUOT: NESE SEC: 22 TWN: 9N RNG: 1W,"(70.117222, -152.103889)",70.117222,-152.103889,BLM,2020-12-09T00:00:00.000-07:00,,2018-12-10T00:00:00.000-07:00,2020-12-09T00:00:00.000-07:00,,12/10/2018,UAPD,12/9/2020,12/9/2020,,
ALASKA,Alaska State Office,FED,AA92673,AA92673,CONOCOPHILLIPS ALASKA INCORPORATED,501032078600S1,16,TINMIAQ,AK,HARRISON BAY,ALIQUOT: SESW SEC: 8 TWN: 9N RNG: 1W,"(70.143250, -152.203944)",70.143250,-152.203944,BLM,2023-04-23T00:00:00.000-06:00,2023-04-19T00:00:00.000-06:00,2018-12-10T00:00:00.000-07:00,2019-04-23T00:00:00.000-06:00,2024-04-22T00:00:00.000-06:00,12/10/2018,TA,4/23/2019,4/23/2023,4/19/2023,4/22/2024
ALASKA,Alaska State Office,FED,AA94405,AA94405,CONOCOPHILLIPS ALASKA INCORPORATED,5010320788,4,WEST WILLOW,AK,HARRISON BAY,ALIQUOT: SESW SEC: 19 TWN: 10N RNG: 2W,"(70.202166, -152.502027)",70.202166,-152.502027,BLM,2020-12-16T00:00:00.000-07:00,,2018-12-17T00:00:00.000-07:00,2020-12-16T00:00:00.000-07:00,,12/17/2018,UAPD,12/16/2020,12/16/2020,,
ALASKA,Alaska State Office,FED,AA94413,AA94413,CONOCOPHILLIPS ALASKA INCORPORATED,501032078700S1,2,WEST WILLOW,AK,HARRISON BAY,ALIQUOT: SWNW SEC: 25 TWN: 11N RNG: 3W,"(70.278362, -152.545887)",70.278362,-152.545887,BLM,2020-12-16T00:00:00.000-07:00,,2018-12-17T00:00:00.000-07:00,2019-04-19T00:00:00.000-06:00,,12/17/2018,DSI,4/19/2019,12/16/2020,,
ALASKA,Alaska State Office,FED,AA94413,AA94413,CONOCOPHILLIPS ALASKA INCORPORATED,5010320789,5,WEST WILLOW,AK,HARRISON BAY,ALIQUOT: NENE SEC: 25 TWN: 11N RNG: 3W,"(70.285388, -152.516555)",70.285388,-152.516555,BLM,2020-12-16T00:00:00.000-07:00,,2018-12-17T00:00:00.000-07:00,2020-12-16T00:00:00.000-07:00,,12/17/2018,UAPD,12/16/2020,12/16/2020,,
ALASKA,Alaska State Office,FED,AKA028399,AKA028399,HILCORP ALASKA LLC,501332066300S1,241-33,SRU,AK,KENAI,TRACT: 11 SEC: 33 TWN: 08N RNG: 09W,"(60.746381, -150.871061)",60.746381,-150.871061,USFWS,2019-05-15T00:00:00.000-06:00,,2017-05-15T00:00:00.000-06:00,2019-09-06T00:00:00.000-06:00,,5/15/2017,PGW,9/6/2019,5/15/2019,,
ALASKA,Alaska State Office,FED,AKA028406,AKA028406,HILCORP ALASKA LLC,,214-27,SRU,AK,KENAI,ALIQUOT: NENE SEC: 33 TWN: 8N RNG: 9W,"(60.745318, -150.857617)",60.745318,-150.857617,,2017-04-19T00:00:00.000-06:00,,2017-04-19T00:00:00.000-06:00,2017-04-19T00:00:00.000-06:00,,4/19/2017,UAPD,4/19/2017,4/19/2017,,
ALASKA,Alaska State Office,FED,AKAA-081823,AKAA081823,CONOCOPHILLIPS ALASKA INCORPORATED,5010320816,24,TINMIAQ,AK,HARRISON BAY,ALIQUOT: NWSW SEC: 35 TWN: 11N RNG: 1W,"(70.262111, -152.086223)",70.262111,-152.086223,BLM,2021-12-08T00:00:00.000-07:00,,2019-12-09T00:00:00.000-07:00,2021-12-07T00:00:00.000-07:00,,12/9/2019,UAPD,12/7/2021,12/8/2021,,
ALASKA,Alaska State Office,FED,AKAA-081824,AKAA081824,CONOCOPHILLIPS ALASKA INCORPORATED,5010320815,22,TINMIAQ,AK,HARRISON BAY,ALIQUOT: SWSE SEC: 15 TWN: 11N RNG: 1W,"(70.302332, -152.103166)",70.302332,-152.103166,BLM,2021-12-10T00:00:00.000-07:00,,2019-12-11T00:00:00.000-07:00,2021-12-09T00:00:00.000-07:00,,12/11/2019,UAPD,12/9/2021,12/10/2021,,
ALASKA,Alaska State Office,FED,AKAA-090707,AKAA090707,CONOCOPHILLIPS ALASKA INCORPORATED,501032081200S1,18,TINMIAQ,AK,HARRISON BAY,ALIQUOT: NESW SEC: 10 TWN: 8N RNG: 1W,"(70.058695, -152.117695)",70.058695,-152.117695,BLM,2021-12-11T00:00:00.000-07:00,,2019-12-12T00:00:00.000-07:00,2020-04-04T00:00:00.000-06:00,,12/12/2019,DSI,4/4/2020,12/11/2021,,
ALASKA,Alaska State Office,FED,AKAA-094166,AKAA094166,CONOCOPHILLIPS ALASKA INCORPORATED,5010320813,19,TINMIAQ,AK,HARRISON BAY,ALIQUOT: NESE SEC: 3 TWN: 10N RNG: 2W,"(70.247389, -152.353498)",70.247389,-152.353498,BLM,2021-12-10T00:00:00.000-07:00,,2019-12-11T00:00:00.000-07:00,2021-12-09T00:00:00.000-07:00,,12/11/2019,UAPD,12/9/2021,12/10/2021,,
ALASKA,Alaska State Office,FED,AKAA-094436,AKAA094436,CONOCOPHILLIPS ALASKA INCORPORATED,5028720031,3,HARPOON,AK,HARRISON BAY,ALIQUOT: SENE SEC: 7 TWN: 6N RNG: 4W,"(69.890360, -152.964836)",69.890360,-152.964836,BLM,2021-12-15T00:00:00.000-07:00,,2019-12-16T00:00:00.000-07:00,2021-12-14T00:00:00.000-07:00,,12/16/2019,UAPD,12/14/2021,12/15/2021,,
ALASKA,Alaska State Office,FED,AKAA-094443,AKAA094443,CONOCOPHILLIPS ALASKA INCORPORATED,502872003000S1,2,HARPOON,AK,HARRISON BAY,ALIQUOT: NWNE SEC: 30 TWN: 7N RNG: 3W,"(69.937918, -152.730554)",69.937918,-152.730554,BLM,2021-12-11T00:00:00.000-07:00,,2019-12-12T00:00:00.000-07:00,2020-03-27T00:00:00.000-06:00,,12/12/2019,P+A,3/27/2020,12/11/2021,,
ALASKA,Alaska State Office,FED,AKAA-094445,AKAA094445,CONOCOPHILLIPS ALASKA INCORPORATED,5028720032,4,HARPOON,AK,HARRISON BAY,ALIQUOT: NESE SEC: 29 TWN: 7N RNG: 4W,"(69.929221, -152.923162)",69.929221,-152.923162,BLM,2021-12-15T00:00:00.000-07:00,,2019-12-16T00:00:00.000-07:00,2021-12-14T00:00:00.000-07:00,,12/16/2019,UAPD,12/14/2021,12/15/2021,,
ALASKA,Alaska State Office,FED,AKAA-094454,AKAA094454,CONOCOPHILLIPS ALASKA INCORPORATED,5010320817,1,HARPOON,AK,HARRISON BAY,ALIQUOT: NENW SEC: 33 TWN: 8N RNG: 4W,"(70.007915, -152.907889)",70.007915,-152.907889,BLM,2021-12-11T00:00:00.000-07:00,,2019-12-12T00:00:00.000-07:00,2021-12-10T00:00:00.000-07:00,,12/12/2019,UAPD,12/10/2021,12/11/2021,,
ALASKA,Alaska State Office,FED,AKAA-095290,AKAA095290,CONOCOPHILLIPS ALASKA INCORPORATED,501032081400S1,20,TINMIAQ,AK,HARRISON BAY,ALIQUOT: NWSW SEC: 6 TWN: 9N RNG: 1E,"(70.161084, -151.997891)",70.161084,-151.997891,BLM,2022-04-02T00:00:00.000-06:00,2022-05-13T00:00:00.000-06:00,2019-12-20T00:00:00.000-07:00,2020-04-03T00:00:00.000-06:00,2023-04-01T00:00:00.000-06:00,12/20/2019,TA,4/3/2020,4/2/2022,5/13/2022,4/1/2023
ALASKA,Alaska State Office,FED,AKAA81798,AKAA81798,CONOCOPHILLIPS ALASKA INCORPORATED,"5010320773, 501032077300S1",06,MT6,AK,HARRISON BAY,ALIQUOT: NENW SEC: 6 TWN: 10N RNG: 3E,"(70.256010, -151.481120)",70.256010,-151.481120,BLM,2020-08-21T00:00:00.000-06:00,,2018-08-22T00:00:00.000-06:00,2022-02-11T00:00:00.000-07:00,,8/22/2018,OSI,2/11/2022,8/21/2020,,
ALASKA,Alaska State Office,FED,AKAA81798,AKAA81798,CONOCOPHILLIPS ALASKA INCORPORATED,501032077900S1,09,MT6,AK,HARRISON BAY,ALIQUOT: NENW SEC: 6 TWN: 10N RNG: 3E,"(70.300000, -151.500000)",70.300000,-151.500000,BLM,2020-11-13T00:00:00.000-07:00,,2018-11-14T00:00:00.000-07:00,2023-08-05T00:00:00.000-06:00,,11/14/2018,WIW,8/5/2023,11/13/2020,,
ALASKA,Alaska State Office,FED,AKAA81798,AKAA81798,CONOCOPHILLIPS ALASKA INCORPORATED,5010320791,07,MT6,AK,HARRISON BAY,ALIQUOT: NENW SEC: 6 TWN: 10N RNG: 3E,"(70.255990, -151.482020)",70.255990,-151.482020,BLM,2020-11-19T00:00:00.000-07:00,,2018-11-20T00:00:00.000-07:00,2020-11-19T00:00:00.000-07:00,,11/20/2018,UAPD,11/19/2020,11/19/2020,,
ALASKA,Alaska State Office,FED,AKAA81798,AKAA81798,CONOCOPHILLIPS ALASKA INCORPORATED,"501032079200S1, 501032079201S1",02,MT6,AK,HARRISON BAY,ALIQUOT: NENW SEC: 6 TWN: 10N RNG: 3E,"(70.250000, -151.480000)",70.250000,-151.480000,BLM,2020-12-13T00:00:00.000-07:00,,2018-12-14T00:00:00.000-07:00,2023-11-01T00:00:00.000-06:00,,12/14/2018,WIWSI,11/1/2023,12/13/2020,,
ALASKA,Alaska State Office,FED,AKAA81798,AKAA81798,CONOCOPHILLIPS ALASKA INCORPORATED,5010320797,01,MT6,AK,HARRISON BAY,ALIQUOT: NENW SEC: 6 TWN: 10N RNG: 3E,"(70.256110, -151.481120)",70.256110,-151.481120,BLM,2021-01-21T00:00:00.000-07:00,,2019-01-22T00:00:00.000-07:00,2021-01-21T00:00:00.000-07:00,,1/22/2019,UAPD,1/21/2021,1/21/2021,,
ALASKA,Alaska State Office,FED,AKAA81800,AKAA81800,CONOCOPHILLIPS ALASKA INCORPORATED,,R112,GMT2,AK,HARRISON BAY,ALIQUOT: SESW SEC: 32 TWN: 10N RNG: 2E,"(70.172965, -151.693425)",70.172965,-151.693425,BLM,2020-09-01T00:00:00.000-06:00,2020-09-01T00:00:00.000-06:00,2018-10-16T00:00:00.000-06:00,2018-10-16T00:00:00.000-06:00,2022-10-16T00:00:00.000-06:00,10/16/2018,AAPD,10/16/2018,9/1/2020,9/1/2020,10/16/2022
ALASKA,Alaska State Office,FED,AA094422,AKAA94422,CONOCOPHILLIPS ALASKA INCORPORATED,501032076400X1,1,WEST WILLOW,AK,HARRISON BAY,ALIQUOT: NESE SEC: 29 TWN: 11N RNG: 2W,"(70.275000, -152.439000)",70.275000,-152.439000,BLM,2019-12-12T00:00:00.000-07:00,,2017-12-12T00:00:00.000-07:00,2018-03-28T00:00:00.000-06:00,,12/12/2017,P+A,3/28/2018,12/12/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260200S1,G5171R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SWSW SEC: 18 TWN: 26S RNG: 21E,"(35.670036, -119.757676)",35.670036,-119.757676,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-17T00:00:00.000-06:00,,5/19/2017,SIW,8/17/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260300S1,G4322R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.666678, -119.758093)",35.666678,-119.758093,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-21T00:00:00.000-06:00,,5/19/2017,POW,8/21/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260400S1,G4241R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NESW SEC: 18 TWN: 26S RNG: 21E,"(35.667974, -119.754623)",35.667974,-119.754623,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-24T00:00:00.000-06:00,,5/19/2017,POW,8/24/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260500S1,G5125R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWNW SEC: 18 TWN: 26S RNG: 21E,"(35.670978, -119.760249)",35.670978,-119.760249,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-09T00:00:00.000-06:00,,5/19/2017,SIW,8/9/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260600S1,G5221R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.668775, -119.757739)",35.668775,-119.757739,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-17T00:00:00.000-06:00,,5/19/2017,SIW,8/17/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260700S1,G5269R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NESW SEC: 18 TWN: 26S RNG: 21E,"(35.667304, -119.756129)",35.667304,-119.756129,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-31T00:00:00.000-06:00,,5/19/2017,SIW,8/31/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260800S1,G5271R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.667824, -119.757523)",35.667824,-119.757523,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-18T00:00:00.000-06:00,,5/19/2017,SIW,8/18/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306260900S1,G5297R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.667154, -119.758615)",35.667154,-119.758615,FEE,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-08-11T00:00:00.000-06:00,,5/19/2017,SIW,8/11/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306261000S1,G2-12ER1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SWSW SEC: 18 TWN: 26S RNG: 21E,"(35.659393, -119.759353)",35.659393,-119.759353,BLM,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2021-12-07T00:00:00.000-07:00,,5/19/2017,SIW,12/7/2021,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306261100S1,G2-8AR1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.664588, -119.757939)",35.664588,-119.757939,BLM,2019-05-19T00:00:00.000-06:00,,2017-05-19T00:00:00.000-06:00,2017-09-07T00:00:00.000-06:00,,5/19/2017,SIW,9/7/2017,5/19/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306263100S1,G45R2-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SESW SEC: 18 TWN: 26S RNG: 21E,"(35.660879, -119.756353)",35.660879,-119.756353,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2017-08-31T00:00:00.000-06:00,,6/6/2017,SIW,8/31/2017,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA28423,CACA28423,AERA ENERGY LLC,0403062632,G7R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SWSW SEC: 18 TWN: 26S RNG: 21E,"(35.660535, -119.757278)",35.660535,-119.757278,BLM,2022-12-29T00:00:00.000-07:00,,2017-06-06T00:00:00.000-06:00,2020-12-28T00:00:00.000-07:00,,6/6/2017,UAPD,12/28/2020,12/29/2022,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306263300S1,G5299R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.666584, -119.759693)",35.666584,-119.759693,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2017-09-07T00:00:00.000-06:00,,6/6/2017,SIW,9/7/2017,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA28423,CACA28423,AERA ENERGY LLC,040306263400S1,G4-10BR1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SESW SEC: 18 TWN: 26S RNG: 21E,"(35.661542, -119.755693)",35.661542,-119.755693,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2020-12-01T00:00:00.000-07:00,,6/6/2017,TA,12/1/2020,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA28423,CACA28423,AERA ENERGY LLC,040306264900S1,G4-11BR1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.660949, -119.754873)",35.660949,-119.754873,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2020-12-01T00:00:00.000-07:00,,6/6/2017,TA,12/1/2020,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306271700S1,G3-9XR1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NESW SEC: 18 TWN: 26S RNG: 21E,"(35.662738, -119.756419)",35.662738,-119.756419,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2017-09-14T00:00:00.000-06:00,,6/6/2017,POW,9/14/2017,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306272000S1,G3-8R1-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.665047, -119.757418)",35.665047,-119.757418,BLM,2019-06-07T00:00:00.000-06:00,,2017-06-07T00:00:00.000-06:00,2017-09-13T00:00:00.000-06:00,,6/7/2017,POW,9/13/2017,6/7/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306272100S1,G4217R-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SENW SEC: 18 TWN: 26S RNG: 21E,"(35.668419, -119.755080)",35.668419,-119.755080,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2017-09-14T00:00:00.000-06:00,,6/6/2017,POW,9/14/2017,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306272200S1,G4074R-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWNW SEC: 18 TWN: 26S RNG: 21E,"(35.672000, -119.759641)",35.672000,-119.759641,FEE,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2017-09-29T00:00:00.000-06:00,,6/6/2017,POW,9/29/2017,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306272300S1,G4225R-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SWNW SEC: 18 TWN: 26S RNG: 21E,"(35.668714, -119.760761)",35.668714,-119.760761,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2017-09-14T00:00:00.000-06:00,,6/6/2017,POW,9/14/2017,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306272400S1,G4273R-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: SWNW SEC: 18 TWN: 26S RNG: 21E,"(35.667660, -119.759007)",35.667660,-119.759007,BLM,2019-06-06T00:00:00.000-06:00,,2017-06-06T00:00:00.000-06:00,2017-10-05T00:00:00.000-06:00,,6/6/2017,POW,10/5/2017,6/6/2019,,
CALIFORNIA,Bakersfield Field Office,FED,CACA028423,CACA28423,AERA ENERGY LLC,040306387300S1,G1-7CR-18,LOST HILLS GOVT.,CA,KERN,ALIQUOT: NWSW SEC: 18 TWN: 26S RNG: 21E,"(35.664963, -119.760699)",35.664963,-119.760699,BLM,2020-06-11T00:00:00.000-06:00,,2018-06-12T00:00:00.000-06:00,2018-09-12T00:00:00.000-06:00,,6/12/2018,POW,9/12/2018,6/11/2020,,
