Admin State,Field Office,Lease Type,Case Number,Lease Number,Operator,US Well Number,Well Number,Well Name,Geo State,County,Surface Hole Location Information,Latitude/Longitude,Latitude,Longitude,Surface Owner,Expiration Date (XML),Extension Approval Date (XML),APD Approval Date (XML),Well Status Date (XML),Extended Expiration Date (XML),APD Approval Date,Current Well Status,Well Status Date,Expiration Date,Extension Approval Date,Extended Expiration Date
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154548200S1,123H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SENW SEC: 28 TWN: 25S RNG: 31E,"(32.102214, -103.785335)",32.102214,-103.785335,BLM,2020-11-07T00:00:00.000-07:00,,2018-11-06T00:00:00.000-07:00,2021-08-15T00:00:00.000-06:00,,11/6/2018,PGW,8/15/2021,11/7/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154548300S1,124H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SENW SEC: 28 TWN: 25S RNG: 31E,"(32.102214, -103.785239)",32.102214,-103.785239,BLM,2020-11-07T00:00:00.000-07:00,,2018-11-06T00:00:00.000-07:00,2021-08-29T00:00:00.000-06:00,,11/6/2018,PGW,8/29/2021,11/7/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154548400S1,126H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SWNE SEC: 28 TWN: 25S RNG: 31E,"(32.102208, -103.780833)",32.102208,-103.780833,BLM,2020-11-01T00:00:00.000-06:00,,2018-10-31T00:00:00.000-06:00,2020-12-15T00:00:00.000-07:00,,10/31/2018,PGW,12/15/2020,11/1/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,3001545488,703H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SENW SEC: 28 TWN: 25S RNG: 31E,"(32.102214, -103.785529)",32.102214,-103.785529,BLM,2020-10-17T00:00:00.000-06:00,,2018-10-16T00:00:00.000-06:00,2020-10-15T00:00:00.000-06:00,,10/16/2018,UAPD,10/15/2020,10/17/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,3001545489,901H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SWNW SEC: 28 TWN: 25S RNG: 31E,"(32.102219, -103.789695)",32.102219,-103.789695,BLM,2020-10-19T00:00:00.000-06:00,,2018-10-18T00:00:00.000-06:00,2020-10-17T00:00:00.000-06:00,,10/18/2018,UAPD,10/17/2020,10/19/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154549000X1,903H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SENW SEC: 28 TWN: 25S RNG: 31E,"(32.102214, -103.785432)",32.102214,-103.785432,BLM,2020-10-19T00:00:00.000-06:00,,2018-10-18T00:00:00.000-06:00,2020-10-17T00:00:00.000-06:00,,10/18/2018,UAPD,10/17/2020,10/19/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154550700S1,106H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SWNE SEC: 28 TWN: 25S RNG: 31E,"(32.102080, -103.780736)",32.102080,-103.780736,BLM,2020-11-07T00:00:00.000-07:00,,2018-11-06T00:00:00.000-07:00,2020-12-10T00:00:00.000-07:00,,11/6/2018,PGW,12/10/2020,11/7/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154550800S1,125H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SWNE SEC: 28 TWN: 25S RNG: 31E,"(32.102208, -103.780930)",32.102208,-103.780930,BLM,2020-11-01T00:00:00.000-06:00,,2018-10-31T00:00:00.000-06:00,2020-12-12T00:00:00.000-07:00,,10/31/2018,PGW,12/12/2020,11/1/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154550900S1,905H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SWNE SEC: 28 TWN: 25S RNG: 31E,"(32.102208, -103.781027)",32.102208,-103.781027,BLM,2020-11-07T00:00:00.000-07:00,,2018-11-06T00:00:00.000-07:00,2020-12-17T00:00:00.000-07:00,,11/6/2018,PGW,12/17/2020,11/7/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154553900S1,127H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SENE SEC: 28 TWN: 25S RNG: 31E,"(32.102201, -103.776667)",32.102201,-103.776667,BLM,2020-12-01T00:00:00.000-07:00,,2018-11-30T00:00:00.000-07:00,2021-01-16T00:00:00.000-07:00,,11/30/2018,PGW,1/16/2021,12/1/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154554000S1,108H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SENE SEC: 28 TWN: 25S RNG: 31E,"(32.102201, -103.776474)",32.102201,-103.776474,BLM,2020-10-17T00:00:00.000-06:00,,2018-10-16T00:00:00.000-06:00,2021-01-22T00:00:00.000-07:00,,10/16/2018,PGW,1/22/2021,10/17/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154573200S1,707H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SENE SEC: 28 TWN: 25S RNG: 31E,"(32.102202, -103.776861)",32.102202,-103.776861,BLM,2021-01-26T00:00:00.000-07:00,,2019-01-25T00:00:00.000-07:00,2021-01-14T00:00:00.000-07:00,,1/25/2019,PGW,1/14/2021,1/26/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154573700S1,705H,POKER LAKE UNIT 28 BS,NM,EDDY,ALIQUOT: SWNE SEC: 28 TWN: 25S RNG: 31E,"(32.102209, -103.781124)",32.102209,-103.781124,BLM,2021-01-26T00:00:00.000-07:00,,2019-01-25T00:00:00.000-07:00,2020-12-12T00:00:00.000-07:00,,1/25/2019,PGW,12/12/2020,1/26/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,3001545879,108H,POKER LAKE UNIT 29 BS,NM,EDDY,ALIQUOT: SENE SEC: 29 TWN: 25S RNG: 31E,"(32.102219, -103.793667)",32.102219,-103.793667,BLM,2021-04-05T00:00:00.000-06:00,,2019-04-05T00:00:00.000-06:00,2021-04-05T00:00:00.000-06:00,,4/5/2019,UAPD,4/5/2021,4/5/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154588000S1,128H,POKER LAKE UNIT 29 BS,NM,EDDY,ALIQUOT: SENE SEC: 29 TWN: 25S RNG: 31E,"(32.102218, -103.793764)",32.102218,-103.793764,BLM,2021-04-05T00:00:00.000-06:00,,2019-04-05T00:00:00.000-06:00,2021-07-02T00:00:00.000-06:00,,4/5/2019,PGW,7/2/2021,4/5/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,300154588100S1,707H,POKER LAKE UNIT 29 BS,NM,EDDY,ALIQUOT: SENE SEC: 29 TWN: 25S RNG: 31E,"(32.102218, -103.794055)",32.102218,-103.794055,BLM,2021-04-05T00:00:00.000-06:00,,2019-04-05T00:00:00.000-06:00,2021-07-03T00:00:00.000-06:00,,4/5/2019,PGW,7/3/2021,4/5/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063136A,NMLC063136A,XTO PERMIAN OPERATING LLC,3001545882,907H,POKER LAKE UNIT 29 BS,NM,EDDY,ALIQUOT: SENE SEC: 29 TWN: 25S RNG: 31E,"(32.102094, -103.793480)",32.102094,-103.793480,BLM,2021-04-04T00:00:00.000-06:00,2022-03-14T00:00:00.000-06:00,2019-04-05T00:00:00.000-06:00,2021-04-04T00:00:00.000-06:00,2023-04-04T00:00:00.000-06:00,4/5/2019,UAPD,4/4/2021,4/4/2021,3/14/2022,4/4/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063228,NMLC063228,CIMAREX ENERGY COMPANY,300254399700S1,11H,TRISTE DRAW 25 FEDERAL COM,NM,LEA,ALIQUOT: SWSW SEC: 25 TWN: 23S RNG: 32E,"(32.269847, -103.633189)",32.269847,-103.633189,BLM,2019-08-19T00:00:00.000-06:00,,2017-08-18T00:00:00.000-06:00,2018-10-05T00:00:00.000-06:00,,8/18/2017,POW,10/5/2018,8/19/2019,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063228,NMLC063228,CIMAREX ENERGY COMPANY,300254399800S1,12H,TRISTE DRAW 25 FEDERAL COM,NM,LEA,ALIQUOT: SESW SEC: 25 TWN: 23S RNG: 32E,"(32.269994, -103.629275)",32.269994,-103.629275,BLM,2019-08-19T00:00:00.000-06:00,,2017-08-18T00:00:00.000-06:00,2018-09-26T00:00:00.000-06:00,,8/18/2017,POW,9/26/2018,8/19/2019,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063228,NMLC063228,CIMAREX ENERGY COMPANY,300254400100S1,13H,TRISTE DRAW 25 FEDERAL COM,NM,LEA,ALIQUOT: SESW SEC: 25 TWN: 23S RNG: 32E,"(32.269994, -103.629208)",32.269994,-103.629208,BLM,2019-08-31T00:00:00.000-06:00,,2017-08-31T00:00:00.000-06:00,2018-09-26T00:00:00.000-06:00,,8/31/2017,POW,9/26/2018,8/31/2019,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC063228,NMLC063228,CIMAREX ENERGY COMPANY,3002544002,14H,TRISTE DRAW 25 FEDERAL COM,NM,LEA,ALIQUOT: SESW SEC: 25 TWN: 23S RNG: 32E,"(32.269997, -103.629144)",32.269997,-103.629144,BLM,2019-08-18T00:00:00.000-06:00,,2017-08-18T00:00:00.000-06:00,2021-08-19T00:00:00.000-06:00,2021-08-18T00:00:00.000-06:00,8/18/2017,UAPD,8/19/2021,8/18/2019,,8/18/2021
NEW MEXICO,Carlsbad Field Office,FED,NMLC063228,NMLC063228,CIMAREX ENERGY COMPANY,3002544003,15H,TRISTE DRAW 25 FEDERAL COM,NM,LEA,ALIQUOT: SESW SEC: 25 TWN: 23S RNG: 32E,"(32.269997, -103.629081)",32.269997,-103.629081,BLM,2019-08-18T00:00:00.000-06:00,,2017-08-18T00:00:00.000-06:00,2021-08-19T00:00:00.000-06:00,2021-08-18T00:00:00.000-06:00,8/18/2017,UAPD,8/19/2021,8/18/2019,,8/18/2021
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001546151,112H,BIG EDDY UNIT 30W SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568632, -103.848048)",32.568632,-103.848048,BLM,2021-06-05T00:00:00.000-06:00,,2019-06-05T00:00:00.000-06:00,2021-06-05T00:00:00.000-06:00,,6/5/2019,UAPD,6/5/2021,6/5/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154619400S1,100H,BIG EDDY UNIT 30E SKYWALKER,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570286, -103.846945)",32.570286,-103.846945,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2023-08-27T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,POW,8/27/2023,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154619500S1,101H,BIG EDDY UNIT 30E SKYWALKER,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570286, -103.847043)",32.570286,-103.847043,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2023-08-27T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,POW,8/27/2023,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154619600S1,102H,BIG EDDY UNIT 30E OBI-WAN,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570079, -103.847140)",32.570079,-103.847140,BLM,2021-07-05T00:00:00.000-06:00,,2019-07-05T00:00:00.000-06:00,2020-07-08T00:00:00.000-06:00,,7/5/2019,POW,7/8/2020,7/5/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001546197,102H,BIG EDDY UNIT 30E ANAKIN,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.569190, -103.846247)",32.569190,-103.846247,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,UAPD,7/5/2023,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154619800S1,102H,BIG EDDY UNIT 30E JEDI,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568981, -103.846944)",32.568981,-103.846944,BLM,2021-07-05T00:00:00.000-06:00,,2019-07-05T00:00:00.000-06:00,2020-07-11T00:00:00.000-06:00,,7/5/2019,POW,7/11/2020,7/5/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154619900S1,102H,BIG EDDY UNIT 30E QUI-GON,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568980, -103.847042)",32.568980,-103.847042,BLM,2021-07-05T00:00:00.000-06:00,,2019-07-05T00:00:00.000-06:00,2020-07-09T00:00:00.000-06:00,,7/5/2019,POW,7/9/2020,7/5/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154624300X1,203H,BIG EDDY UNIT 30E ANAKIN,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570085, -103.846539)",32.570085,-103.846539,BLM,2021-08-21T00:00:00.000-06:00,,2019-08-20T00:00:00.000-06:00,2023-01-20T00:00:00.000-07:00,,8/20/2019,ABD,1/20/2023,8/21/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154624400S1,102H,BIG EDDY UNIT 30 REY,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568980, -103.847139)",32.568980,-103.847139,BLM,2021-08-21T00:00:00.000-06:00,,2019-08-20T00:00:00.000-06:00,2020-07-09T00:00:00.000-06:00,,8/20/2019,POW,7/9/2020,8/21/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154693300S1,102H,BIG EDDY UNIT 30E SKYWALKER,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570285, -103.847100)",32.570285,-103.847100,BLM,2021-08-21T00:00:00.000-06:00,,2019-08-20T00:00:00.000-06:00,2023-08-27T00:00:00.000-06:00,,8/20/2019,POW,8/27/2023,8/21/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154693500S1,103H,BIG EDDY UNIT 30E SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.569189, -103.846441)",32.569189,-103.846441,BLM,2021-08-21T00:00:00.000-06:00,,2019-08-20T00:00:00.000-06:00,2022-05-05T00:00:00.000-06:00,,8/20/2019,POW,5/5/2022,8/21/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154693700S1,104H,BIG EDDY UNIT 30E SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568637, -103.847041)",32.568637,-103.847041,BLM,2021-08-21T00:00:00.000-06:00,,2019-08-20T00:00:00.000-06:00,2022-05-10T00:00:00.000-06:00,,8/20/2019,POW,5/10/2022,8/21/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154693800S1,105H,BIG EDDY UNIT 30E SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568636, -103.847139)",32.568636,-103.847139,BLM,2021-08-21T00:00:00.000-06:00,,2019-08-20T00:00:00.000-06:00,2022-05-17T00:00:00.000-06:00,,8/20/2019,POW,5/17/2022,8/21/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001547145,106H,BIG EDDY UNIT 30W SKYWALKER,NM,EDDY,ALIQUOT: NWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570280, -103.848341)",32.570280,-103.848341,BLM,2021-08-20T00:00:00.000-06:00,,2019-08-20T00:00:00.000-06:00,2021-08-20T00:00:00.000-06:00,,8/20/2019,UAPD,8/20/2021,8/20/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001547147,107H,BIG EDDY UNIT 30W SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570280, -103.848244)",32.570280,-103.848244,BLM,2021-07-17T00:00:00.000-06:00,,2019-07-17T00:00:00.000-06:00,2021-07-17T00:00:00.000-06:00,,7/17/2019,UAPD,7/17/2021,7/17/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001547149,108H,BIG EDDY UNIT 30W SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.570281, -103.848146)",32.570281,-103.848146,BLM,2021-07-17T00:00:00.000-06:00,,2019-07-17T00:00:00.000-06:00,2021-07-17T00:00:00.000-06:00,,7/17/2019,UAPD,7/17/2021,7/17/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001547150,109H,BIG EDDY UNIT 30W SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568631, -103.848340)",32.568631,-103.848340,BLM,2021-07-17T00:00:00.000-06:00,,2019-07-17T00:00:00.000-06:00,2021-07-17T00:00:00.000-06:00,,7/17/2019,UAPD,7/17/2021,7/17/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001547151,110H,BIG EDDY UNIT 30W SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568631, -103.848242)",32.568631,-103.848242,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2021-07-05T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,UAPD,7/5/2021,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001547152,111H,BIG EDDY UNIT 30W SKYWALKER,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568632, -103.848145)",32.568632,-103.848145,BLM,2021-07-17T00:00:00.000-06:00,,2019-07-17T00:00:00.000-06:00,2021-07-17T00:00:00.000-06:00,,7/17/2019,UAPD,7/17/2021,7/17/2021,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154815600S1,103H,BIG EDDY UNIT 30E REY,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.569530, -103.847140)",32.569530,-103.847140,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2022-05-08T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,POW,5/8/2022,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001548157,206H,BIG EDDY UNIT 30E ANAKIN,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568433, -103.846441)",32.568433,-103.846441,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2021-07-05T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,UAPD,7/5/2021,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001548158,109H,BIG EDDY UNIT 30W YODA,NM,EDDY,ALIQUOT: SESE SEC: 15 TWN: 20S RNG: 31E,"(32.568081, -103.849037)",32.568081,-103.849037,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2021-07-05T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,UAPD,7/5/2021,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,300154815900S1,103H,BIG EDDY UNIT 30E QUI-GON,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.569190, -103.846344)",32.569190,-103.846344,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2022-05-05T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,POW,5/5/2022,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063667,NMLC063667,XTO PERMIAN OPERATING LLC,3001548161,103H,BIG EDDY UNIT 30E JEDI,NM,EDDY,ALIQUOT: SWSW SEC: 14 TWN: 20S RNG: 31E,"(32.568087, -103.847138)",32.568087,-103.847138,BLM,2021-07-05T00:00:00.000-06:00,2021-05-03T00:00:00.000-06:00,2019-07-05T00:00:00.000-06:00,2021-07-05T00:00:00.000-06:00,2023-07-05T00:00:00.000-06:00,7/5/2019,UAPD,7/5/2021,7/5/2021,5/3/2021,7/5/2023
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063798,NMLC063798,KAISER FRANCIS OIL COMPANY,300254501700X1,404H,BELL LAKE UNIT SOUTH,NM,LEA,ALIQUOT: SENW SEC: 1 TWN: 24S RNG: 33E,"(32.247279, -103.527559)",32.247279,-103.527559,STATE,2020-06-12T00:00:00.000-06:00,,2018-06-12T00:00:00.000-06:00,2021-01-21T00:00:00.000-07:00,,6/12/2018,DRG,1/21/2021,6/12/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063798,NMLC063798,MATADOR PRODUCTION COMPANY,300254508000S1,211H,CHARLES LING FED COM,NM,LEA,ALIQUOT: NWNW SEC: 11 TWN: 24S RNG: 33E,"(32.238383, -103.549953)",32.238383,-103.549953,FEE,2020-07-18T00:00:00.000-06:00,,2018-07-18T00:00:00.000-06:00,2019-04-01T00:00:00.000-06:00,,7/18/2018,POW,4/1/2019,7/18/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063798,NMLC063798,MATADOR PRODUCTION COMPANY,300254508100S1,212H,CHARLES LING FED COM,NM,LEA,ALIQUOT: NENW SEC: 11 TWN: 24S RNG: 33E,"(32.238389, -103.545681)",32.238389,-103.545681,FEE,2020-07-18T00:00:00.000-06:00,,2018-07-18T00:00:00.000-06:00,2019-04-01T00:00:00.000-06:00,,7/18/2018,POW,4/1/2019,7/18/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063798,NMLC063798,MATADOR PRODUCTION COMPANY,300254508200S1,213H,CHARLES LING FED COM,NM,LEA,ALIQUOT: NWNE SEC: 11 TWN: 24S RNG: 33E,"(32.237744, -103.540893)",32.237744,-103.540893,FEE,2020-07-18T00:00:00.000-06:00,,2018-07-18T00:00:00.000-06:00,2019-04-01T00:00:00.000-06:00,,7/18/2018,POW,4/1/2019,7/18/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063798,NMLC063798,MATADOR PRODUCTION COMPANY,300254508300S1,214H,CHARLES LING FED COM,NM,LEA,ALIQUOT: NENE SEC: 11 TWN: 24S RNG: 33E,"(32.238483, -103.537188)",32.238483,-103.537188,FEE,2020-07-18T00:00:00.000-06:00,,2018-07-18T00:00:00.000-06:00,2019-04-01T00:00:00.000-06:00,,7/18/2018,POW,4/1/2019,7/18/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063993,NMLC063798,KAISER FRANCIS OIL COMPANY,300254517900S1,202H,BELL LAKE UNIT SOUTH,NM,LEA,ALIQUOT: SWNW SEC: 1 TWN: 24S RNG: 33E,"(32.248172, -103.533819)",32.248172,-103.533819,STATE,2020-08-23T00:00:00.000-06:00,,2018-08-23T00:00:00.000-06:00,2022-04-14T00:00:00.000-06:00,,8/23/2018,POW,4/14/2022,8/23/2020,,
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063798,NMLC063798,MATADOR PRODUCTION COMPANY,3002545294,132H,CHARLES LING FED COM,NM,LEA,ALIQUOT: NENW SEC: 11 TWN: 24S RNG: 33E,"(32.238389, -103.545491)",32.238389,-103.545491,FEE,2020-10-05T00:00:00.000-06:00,2021-07-19T00:00:00.000-06:00,2018-10-05T00:00:00.000-06:00,2018-10-05T00:00:00.000-06:00,2022-10-05T00:00:00.000-06:00,10/5/2018,AAPD,10/5/2018,10/5/2020,7/19/2021,10/5/2022
NEW MEXICO,Carlsbad Field Office,FED,NMLC0063798,NMLC063798,MATADOR PRODUCTION COMPANY,3002545295,133H,CHARLES LING FED COM,NM,LEA,ALIQUOT: NWNE SEC: 11 TWN: 24S RNG: 33E,"(32.237744, -103.540689)",32.237744,-103.540689,FEE,2020-10-05T00:00:00.000-06:00,2021-07-09T00:00:00.000-06:00,2018-10-05T00:00:00.000-06:00,2018-10-05T00:00:00.000-06:00,2022-10-05T00:00:00.000-06:00,10/5/2018,AAPD,10/5/2018,10/5/2020,7/9/2021,10/5/2022
